,DaysSinceLastStay,TotalRevenue,Tenure
4426,250,256.5,0
4427,677,132.0,0
4429,263,505.0,0
4430,574,0.0,0
4431,199,868.5,0
4432,722,214.0,0
4433,352,679.78,0
4434,211,202.51999999999998,0
4435,447,395.34000000000003,0
4436,430,384.92,0
4437,809,91.0,0
4438,481,419.68,0
4439,211,206.46,27
4440,127,577.14,0
4441,18,886.4,0
4442,531,327.3,0
4443,240,462.0,0
4444,532,614.65,0
4445,933,141.0,0
4446,959,375.9,0
4447,15,978.05,0
4448,35,110.0,0
4449,131,658.0,0
4450,894,392.5,0
4451,204,443.6,0
4452,796,212.8,0
4453,954,542.3,0
4454,53,336.0,0
4455,655,1190.0,0
4456,713,228.0,0
4457,511,540.5,0
4458,898,543.0,0
4459,820,673.75,0
4460,115,355.0,0
4461,362,720.3,0
4462,169,671.0,0
4463,676,233.0,0
4464,679,1792.289999999998,0
4465,973,396.0,0
4466,501,623.6,0
4467,831,444.0,0
4468,343,570.3,0
4469,1101,950.12,0
4470,192,109.5,0
4471,109,176.0,0
4472,97,528.5,0
4473,513,2177.369999999994,0
4474,669,393.5,0
4475,305,382.4,0
4476,436,247.0,0
4477,783,725.5,0
4478,313,188.0,0
4479,735,508.45,0
4480,645,324.6,0
4481,955,202.77,0
4482,898,1132.0,0
4483,220,438.0,0
4484,372,533.6700000000001,0
4485,430,121.0,0
4486,936,391.2,0
4487,957,257.0,0
4488,204,286.0,0
4489,794,202.5,0
4490,656,66.0,0
4491,841,910.7,0
4492,257,242.0,0
4493,734,441.0,0
4494,1034,577.0,4
4495,590,660.0,0
4496,987,120.0,0
4497,853,328.0,0
4498,100,2184.469999999994,1
4499,466,752.0,0
4500,311,1200.6,0
4501,882,1251.989999999998,0
4502,499,978.0,0
4503,1044,396.24,0
4504,672,310.0,0
4505,79,185.0,0
4506,830,301.0,0
4507,69,415.0,0
4508,208,447.0,0
4509,479,202.0,0
4510,119,483.0,0
4511,297,402.2,0
4512,558,389.0,8
4513,137,382.0,0
4514,656,81.4,0
4515,445,454.0,0
4516,478,82.1,0
4517,197,462.0,0
4518,519,259.5,0
4519,231,533.0,0
4520,581,606.0,0
4521,527,193.0,0
4522,1032,236.5,0
4523,266,348.0,0
4524,842,588.5,13
4525,432,604.8,0
4526,483,421.8,0
4527,157,620.0,0
4528,198,474.0,0
4529,90,302.0,0
4530,183,1465.75,6
4531,92,659.0,0
4532,987,122.0,0
4533,534,327.3,0
4534,256,212.0,0
4535,276,304.08,0
4536,829,790.4,0
4537,897,371.8,0
4538,113,1182.5,0
4539,816,348.0,0
4540,535,147.0,0
4541,319,550.6,0
4542,592,579.0,0
4543,14,103.0,0
4544,668,220.0,0
4545,71,429.1,0
4546,527,763.0,0
4547,172,670.0,0
4548,558,181.0,0
4549,264,504.0,0
4550,533,120.0,0
4551,89,1224.0,0
4552,218,460.0,0
4553,625,413.5,0
4554,178,118.7,0
4555,911,499.5,0
4556,447,254.0,0
4557,39,344.32,0
4558,616,364.0,0
4559,681,236.0,0
4560,890,469.98,0
4561,479,202.0,0
4562,894,408.0,0
4563,265,848.0,0
4564,523,575.0,0
4565,632,940.0,0
4566,464,851.5,0
4567,965,1216.5,0
4568,770,352.0,0
4569,498,359.3,0
4570,104,326.76,0
4571,967,62.47,0
4572,307,151.5,0
4573,68,626.5,0
4574,780,380.39,0
4575,304,401.0,0
4576,827,382.0,0
4577,367,357.0,0
4578,960,200.0,0
4579,824,418.4,0
4580,662,131.2,0
4581,421,304.5,0
4582,57,781.15,0
4583,339,184.0,0
4584,638,1968.0,0
4585,690,118.0,0
4586,485,380.76,0
4587,110,800.0,0
4588,918,103.0,0
4589,443,511.0,0
4590,938,444.0,0
4591,248,642.1,0
4592,971,483.0,0
4593,596,113.0,0
4594,224,993.6,0
4595,1099,432.05,0
4596,37,149.0,0
4597,547,218.2,0
4598,974,359.99,0
4599,56,645.73,0
4600,717,232.4,0
4601,678,295.1,0
4602,92,483.0,0
4603,128,601.0,2
4604,452,855.0,0
4605,571,102.0,0
4606,934,393.7,0
4607,418,278.78999999999996,0
4608,525,528.0,0
4609,392,446.52,0
4610,183,137.0,0
4611,143,1487.0,0
4612,690,408.7,0
4613,946,274.0,0
4614,206,302.0,0
4615,824,720.0,0
4616,342,379.84,0
4617,97,353.5,0
4618,252,174.0,0
4619,780,0.0,0
4620,171,1167.25,0
4621,17,717.3,0
4622,434,1023.0,0
4623,166,302.0,0
4624,16,125.0,0
4625,24,917.54,0
4626,563,602.0,0
4627,1020,431.1,0
4628,993,214.6,0
4629,957,1525.7,0
4630,208,447.0,0
4631,52,690.3,0
4632,111,194.0,0
4633,587,160.5,0
4634,138,153.0,0
4635,704,283.0,0
4636,591,420.0,0
4637,132,262.0,0
4638,568,288.6,0
4639,575,627.49,0
4640,52,382.0,0
4641,938,450.5,0
4642,162,328.4,0
4643,40,81.0,0
4644,784,846.0,0
4645,368,69.0,0
4646,973,260.3,0
4647,920,234.0,0
4648,455,535.0,0
4649,598,483.5,0
4650,433,608.2,0
4651,433,1797.0,0
4652,474,290.0,0
4653,926,175.0,0
4654,525,789.0,0
4655,875,164.0,0
4656,191,655.52,0
4657,364,475.0,0
4658,813,278.5,0
4659,477,447.0,0
4660,753,686.5,0
4661,420,509.0,0
4662,743,726.5,76
4663,619,304.0,0
4664,1015,1180.5,0
4665,645,222.0,0
4666,958,251.75,0
4667,269,788.0,0
4668,1089,487.2,0
4669,412,108.24,0
4670,416,352.27,0
4671,1015,446.75,0
4672,465,248.0,0
4673,103,646.3,253
4674,300,393.0,0
4675,865,410.8,0
4676,451,2023.869999999994,0
4677,837,160.0,0
4678,973,189.4,0
4679,654,62.98,0
4680,399,80.2,0
4681,325,282.0,0
4682,254,337.34,0
4683,208,101.0,0
4684,609,328.0,0
4685,293,270.3,0
4686,697,182.0,0
4687,687,468.8,0
4688,229,407.0,0
4690,1010,282.0,0
4691,855,569.5,0
4692,184,403.0,0
4693,512,1063.0,0
4694,454,242.0,0
4695,830,508.0,0
4696,123,1299.0,0
4697,401,420.0,0
4698,720,40.0,0
4699,658,447.7,0
4700,687,226.38,0
4701,814,1515.0,0
4702,298,355.8,0
4703,477,736.0,0
4704,394,237.1,0
4705,805,2096.5,0
4706,46,500.0,280
4707,865,182.0,0
4708,384,505.0,0
4709,118,262.0,0
4710,821,636.9000000000001,0
4712,720,303.3,0
4713,565,380.0,0
4714,190,268.88,0
4715,274,702.5,0
4716,628,403.0,0
4717,139,345.0,0
4718,264,312.0,0
4719,327,122.0,0
4720,1024,369.0,0
4721,987,1357.0,0
4722,731,900.0,0
4723,949,476.5,0
4724,574,566.0,0
4725,403,144.0,0
4726,322,487.0,0
4727,849,556.55,0
4728,305,577.95,0
4729,451,1055.0,0
4730,407,333.5,0
4731,708,198.0,0
4732,624,487.5,0
4734,980,285.96000000000004,0
4735,859,339.5,0
4736,989,225.75,0
4737,308,429.0,0
4738,821,294.0,0
4739,486,857.5,0
4740,568,1219.0,0
4741,855,657.5,0
4742,1005,459.9,0
4743,830,300.5,0
4744,712,76.0,0
4745,969,322.0,0
4746,325,182.0,0
4747,340,86.0,0
4748,938,239.0,0
4749,626,591.0,0
4750,578,654.6,0
4751,420,383.5,0
4752,323,276.5,0
4753,1053,198.0,0
4754,451,924.5,0
4755,600,131.0,0
4756,850,756.3,0
4757,938,222.0,0
4758,982,460.0,0
4759,686,387.0,0
4760,231,250.0,0
4761,647,534.0,0
4762,838,264.0,0
4763,745,2165.369999999994,0
4764,981,260.74,0
4765,734,644.0,0
4766,57,604.0,0
4767,430,567.0,0
4768,65,987.65,1
4769,528,140.0,0
4770,483,378.0,0
4771,1077,162.0,0
4772,893,214.0,0
4773,346,152.0,0
4774,729,67.0,0
4775,884,236.5,0
4776,690,118.0,0
4777,647,233.0,0
4778,316,279.2,0
4779,630,719.0,3
4780,195,307.0,0
4781,925,263.5,0
4782,568,488.8,0
4783,192,267.37,0
4784,880,732.0,0
4785,827,393.0,0
4786,976,670.15,0
4787,670,220.0,0
4788,339,461.70000000000005,0
4789,1017,364.0,0
4790,178,131.0,0
4791,987,1048.7,0
4792,672,472.58000000000004,0
4793,403,305.6,0
4794,359,200.08,0
4795,525,122.0,0
4796,769,300.0,0
4797,613,1596.0,0
4798,155,459.0,0
4799,365,608.0,0
4800,1038,328.0,0
4801,297,1240.8,0
4802,837,718.8,0
4803,877,1128.0,0
4804,947,495.0,0
4805,220,458.0,1
4806,489,299.8,0
4807,580,122.0,0
4808,787,292.0,0
4809,737,1254.0,0
4810,727,276.3,0
4811,369,69.0,0
4812,988,586.0,0
4813,410,432.0,0
4814,915,317.36,0
4815,83,185.5,0
4816,354,438.5,0
4817,1005,2282.369999999994,0
4818,424,267.24,0
4819,938,280.07,0
4820,1037,301.5,0
4821,590,96.0,0
4822,591,142.8,0
4824,406,466.1,0
4825,47,127.0,0
4826,727,708.2,3
4827,956,1656.0,0
4828,745,234.9,0
4829,254,207.51999999999998,0
4830,841,301.0,0
4831,867,173.7,0
4832,867,232.6,0
4833,883,717.5,0
4834,867,792.3,0
4835,96,1809.0,10
4836,436,147.1,0
4837,62,523.3,0
4838,938,236.5,0
4839,768,215.0,0
4840,533,260.0,0
4841,653,65.0,0
4842,757,426.5,0
4843,1012,320.0,0
4844,202,291.0,0
4845,656,198.6,0
4846,459,912.0,0
4847,87,469.0,0
4848,813,434.0,0
4849,951,270.4,0
4850,153,596.0,0
4851,72,1425.0,0
4852,705,1328.3,0
4853,586,161.0,0
4854,864,1217.0,0
4855,812,537.2,0
4856,112,734.5,0
4857,805,475.15000000000003,0
4858,451,849.0,0
4859,758,441.0,0
4860,132,510.0,0
4861,113,361.7,0
4862,1001,447.75,0
4863,286,403.0,0
4864,13,202.2,28
4865,929,234.0,0
4866,403,1053.0,0
4867,254,1204.4,0
4868,909,357.2,0
4869,1008,1429.2,0
4870,994,1071.0,0
4871,661,251.5,0
4872,190,888.0,0
4873,648,103.0,0
4874,717,361.0,0
4875,641,654.6,0
4876,470,240.0,0
4877,532,1309.2,0
4879,1007,209.0,0
4880,293,1045.13,0
4881,454,436.0,0
4882,539,300.0,0
4883,547,535.5,0
4884,43,414.6,0
4885,26,383.0,0
4886,920,234.0,0
4887,358,478.0,0
4888,212,348.4,0
4889,477,764.0,0
4890,659,218.4,0
4891,364,264.0,5
4892,405,249.0,1
4893,768,856.5,0
4894,242,271.0,0
4895,816,152.0,0
4896,889,432.1,0
4897,204,501.0,0
4898,641,132.0,0
4899,42,599.15,0
4900,132,133.68,0
4901,839,242.5,0
4902,536,248.8,0
4903,973,214.0,0
4904,915,392.26,0
4905,597,680.5,0
4906,918,213.7,0
4907,969,409.2,0
4908,692,482.7,0
4909,882,165.29,0
4910,75,698.5,0
4911,84,509.5,225
4912,606,131.0,0
4913,199,727.3,0
4914,138,750.0,0
4915,658,396.0,0
4916,729,462.3,0
4917,724,269.0,0
4918,61,395.0,0
4919,595,923.9,0
4920,673,180.0,0
4921,486,363.7,0
4922,748,918.55,66
4923,899,428.8,0
4924,969,560.2,0
4925,508,654.6,0
4926,442,248.8,0
4927,1041,377.2,0
4928,168,432.0,0
4930,439,454.5,0
4931,147,506.0,0
4932,759,304.0,0
4933,70,555.99,0
4934,117,262.0,0
4935,1097,244.0,0
4936,639,536.4,0
4937,88,332.0,0
4938,795,1402.1,3
4939,470,586.5,0
4940,90,138.7,0
4941,636,524.0,0
4942,489,1429.0,0
4943,656,316.92,0
4944,65,1073.5,134
4945,34,729.0,0
4946,534,246.81,0
4947,218,157.0,0
4948,220,332.0,0
4949,626,212.2,0
4950,652,269.0,0
4951,926,213.1,0
4952,421,622.0,0
4953,413,90.0,0
4954,486,449.0,0
4955,64,350.25,0
4956,65,137.0,0
4957,755,720.46,0
4958,702,90.0,0
4959,187,359.0,0
4960,896,645.6,0
4961,1052,432.94,0
4962,483,593.0,0
4963,754,303.28,0
4964,399,182.0,0
4965,307,91.0,0
4966,195,438.0,0
4967,535,1035.2,0
4968,375,974.75,0
4970,259,371.6,0
4971,415,156.0,0
4972,831,385.0,5
4973,368,638.9,0
4974,958,96.0,0
4975,835,538.2,0
4976,773,415.45,0
4977,442,193.0,0
4978,990,576.5,0
4979,116,1124.0,0
4980,27,608.12,0
4981,1018,148.0,0
4982,222,400.03999999999996,0
4983,929,182.0,0
4984,573,431.0,0
4985,464,344.0,0
4986,992,112.0,0
4987,954,867.6,0
4988,188,455.0,517
4989,851,112.1,0
4990,31,174.4,0
4991,103,431.52,0
4992,187,320.0,0
4993,824,632.0,0
4994,822,146.5,0
4995,285,470.88,0
4996,282,592.89,0
4997,637,172.0,0
4998,138,680.0,0
4999,251,327.0,0
5000,217,585.0,0
5001,72,641.0,0
5002,994,431.7,0
5003,313,546.0,0
5004,192,107.0,0
5005,442,383.0,0
5006,259,148.25,0
5007,574,886.0,0
5008,445,284.08000000000004,0
5009,262,505.0,0
5010,246,280.52,0
5011,166,472.5,0
5012,917,100.8,0
5013,858,346.0,0
5014,164,246.3,0
5015,604,614.6,0
5016,177,753.2,0
5017,1009,311.7,0
5018,861,212.0,0
5019,156,359.0,0
5021,74,417.0,0
5022,615,548.0,0
5023,101,1204.0,0
5024,8,256.40000000000003,0
5025,590,508.0,0
5026,717,532.0,0
5027,79,150.0,0
5028,350,446.6,0
5029,843,908.4,0
5030,875,1192.75,0
5031,990,819.0,0
5032,467,468.0,0
5033,861,844.2,0
5034,229,515.0,0
5035,1015,199.0,0
5036,573,526.0,0
5037,851,222.0,0
5038,173,483.0,0
5039,223,224.0,0
5040,471,700.7,0
5041,254,286.68,0
5042,1015,382.0,0
5043,452,1285.0,0
5044,795,172.4,0
5045,498,664.75,0
5046,143,924.0,0
5047,822,154.2,0
5048,500,286.25,0
5049,767,394.0,0
5050,140,677.6,0
5051,553,772.6,0
5052,734,67.0,0
5053,232,803.49,0
5054,1046,81.0,0
5055,934,377.5,0
5056,201,274.0,0
5057,696,308.3,0
5058,865,234.0,0
5059,563,807.9,0
5060,493,801.0,0
5061,206,302.0,0
5062,888,563.9,0
5063,793,363.3,0
5064,816,134.0,0
5065,813,157.0,0
5066,110,526.8,0
5067,921,120.0,0
5068,1031,276.0,0
5069,235,509.8,0
5070,170,617.0,0
5071,966,487.4,0
5072,138,914.2,0
5073,162,358.0,0
5074,319,438.6,0
5075,668,265.24,0
5076,117,404.0,0
5077,93,1285.5,0
5078,523,602.5,0
5079,278,140.0,0
5080,1094,72.0,0
5081,138,1359.0,0
5082,839,2347.489999999998,121
5083,712,198.0,0
5084,506,344.0,0
5085,69,438.0,0
5086,1022,400.4,0
5087,855,389.5,0
5088,510,436.0,0
5090,306,407.0,0
5091,841,987.8,0
5092,1041,182.44,0
5093,357,977.96,354
5094,851,101.63,0
5095,203,117.2,0
5096,392,195.5,0
5097,262,324.6,0
5098,920,196.0,0
5099,575,2136.869999999994,0
5100,922,446.0,103
5101,983,411.0,0
5102,983,434.0,0
5103,333,476.6,0
5104,73,756.0,0
5105,870,496.0,0
5106,5,505.0,0
5107,687,753.0,1
5108,152,203.0,0
5109,285,104.88,0
5110,9,158.0,29
5111,731,244.0,0
5112,707,108.0,0
5113,264,333.0,0
5114,552,1221.3,0
5115,426,821.52,0
5116,226,167.7,0
5117,726,149.2,0
5118,687,490.7,0
5119,222,285.68,0
5120,239,999.6,265
5121,1018,321.9,0
5122,797,125.33,0
5123,46,86.0,0
5124,936,280.05,0
5125,859,82.19,0
5126,612,698.5,0
5127,688,219.0,0
5128,810,630.6,0
5129,542,426.0,0
5130,533,1078.4,0
5131,450,706.0,0
5133,861,319.6,0
5134,45,404.0,0
5135,82,308.0,0
5136,714,249.0,0
5137,367,336.75,0
5138,527,248.8,0
5139,259,232.0,0
5140,571,133.3,0
5141,468,101.5,0
5142,152,386.0,0
5143,545,254.8,0
5144,779,554.65,0
5145,550,2221.869999999994,0
5146,697,94.0,0
5147,839,947.8,0
5148,98,2091.869999999994,0
5149,819,375.8,0
5150,141,743.2,0
5151,481,279.0,0
5152,1018,222.0,0
5153,195,143.8,0
5154,276,484.0,0
5155,487,355.4,0
5156,490,459.75,0
5157,491,96.0,0
5158,920,201.0,0
5159,816,348.0,0
5160,642,327.0,0
5161,578,532.5,0
5162,255,1039.5,0
5163,612,183.5,0
5164,576,481.5,0
5165,209,182.1,0
5166,231,192.0,0
5167,73,374.0,0
5168,445,2424.0,0
5169,405,1755.0,0
5170,593,332.0,0
5171,223,201.0,0
5172,571,265.0,0
5173,717,290.0,0
5174,997,124.9,0
5175,467,1160.0,0
5176,880,547.2,0
5177,661,303.6,0
5178,569,443.5,0
5179,26,639.1,0
5180,575,677.0,0
5181,317,426.08,0
5182,506,504.0,0
5183,958,288.5,0
5184,405,82.0,0
5185,243,360.28,0
5186,54,542.0,0
5187,295,238.5,0
5188,845,628.25,0
5189,47,110.0,0
5190,785,695.5,0
5191,247,791.5,0
5192,735,371.8,0
5193,164,566.8,0
5194,864,1132.5,0
5195,176,805.3,0
5196,781,355.0,0
5197,993,121.0,0
5198,586,281.2,0
5199,606,553.0,0
5200,80,219.0,0
5201,727,193.2,0
5202,1016,259.5,0
5203,821,579.4200000000001,0
5204,633,341.0,0
5205,83,448.5,0
5206,246,745.2,0
5207,147,552.5,0
5208,306,144.0,0
5209,599,454.0,0
5210,642,95.2,0
5211,620,431.4,0
5212,394,218.2,0
5213,543,378.0,0
5214,957,168.8,0
5215,637,190.0,0
5216,292,408.5,0
5217,539,1141.0,11
5218,510,258.0,321
5219,391,262.0,0
5220,1017,264.0,0
5221,1025,429.0,0
5222,192,421.8,0
5223,162,443.5,0
5224,757,371.6,0
5225,642,539.9,0
5226,514,381.0,0
5227,693,498.75,0
5228,571,404.0,0
5229,585,512.0,0
5230,426,161.4,0
5231,898,553.25,0
5232,732,485.0,0
5233,684,320.0,0
5234,271,351.0,0
5235,1006,353.9,0
5236,172,373.65,0
5237,254,301.2,0
5238,374,659.0,0
5239,994,372.98,0
5240,657,460.7,0
5241,997,594.0,0
5242,627,461.0,0
5243,62,1455.0,0
5244,951,232.0,0
5245,8,1224.47,0
5246,1012,449.4,0
5247,545,252.3,0
5248,563,441.5,0
5249,105,548.0,0
5250,1030,93.0,0
5251,1038,97.0,0
5252,390,890.5,0
5253,125,266.5,0
5254,609,322.71,0
5255,38,105.0,0
5256,562,470.3,0
5257,492,605.0,0
5258,441,553.1600000000001,0
5259,813,452.26,0
5260,1054,504.5,0
5261,859,66.0,0
5262,621,506.5,0
5263,451,1055.0,0
5264,452,256.0,0
5265,696,479.8,0
5266,251,328.5,0
5267,59,263.3,0
5268,191,342.0,0
5269,184,359.0,0
5270,318,264.5,0
5271,656,110.0,0
5272,241,346.0,0
5273,308,508.0,0
5274,985,165.0,0
5275,499,1104.5,5
5276,301,158.94,0
5277,802,251.0,0
5278,173,214.75,0
5279,809,429.4,0
5280,5,101.75,0
5281,192,369.5,0
5282,710,486.58,0
5283,105,543.0,0
5284,322,381.0,0
5285,960,184.0,0
5286,182,480.0,0
5287,240,407.5,0
5288,210,424.82,0
5289,970,411.53,0
5290,45,497.1,0
5291,792,443.8,0
5292,16,247.6,0
5293,540,548.0,0
5294,39,320.0,168
5295,390,552.75,0
5296,1025,361.87,0
5297,772,685.6,0
5298,454,218.0,0
5299,284,354.3,0
5300,470,122.0,0
5301,1003,800.4,0
5302,1051,313.0,0
5303,92,513.0,0
5304,394,200.9,0
5305,689,190.5,0
5306,1016,336.0,3
5307,856,899.4,0
5308,929,234.0,0
5309,971,485.5,0
5310,1068,722.0,0
5311,523,327.0,0
5312,437,552.0,0
5313,865,234.0,0
5314,920,201.0,0
5315,904,881.4,0
5316,411,486.0,0
5317,257,242.0,0
5318,605,399.0,0
5319,216,932.5,2
5320,465,643.5,0
5321,788,535.0,0
5322,905,1057.5,0
5323,697,491.0,0
5324,894,124.3,0
5325,220,707.5,0
5326,827,644.6,0
5327,334,711.0,572
5328,81,633.0,0
5329,729,161.0,5
5330,830,298.0,0
5331,539,506.0,0
5332,181,277.3,0
5333,92,437.15,0
5334,795,1221.5,85
5335,1098,186.0,0
5336,809,305.0,0
5337,103,390.96000000000004,0
5338,26,316.6,0
5339,841,269.75,0
5340,100,291.0,0
5341,208,604.0,0
5342,940,400.0,0
5343,807,472.4,0
5344,189,330.3,0
5345,889,982.5,0
5346,170,923.0,2
5347,332,269.5,0
5348,365,153.2,0
5349,527,193.0,0
5350,682,678.9,11
5351,230,632.75,1
5352,718,138.5,0
5353,552,322.0,2
5354,223,224.0,0
5355,220,507.5,1
5356,999,394.0,0
5357,47,90.0,0
5358,567,166.2,0
5359,284,264.51,0
5360,925,811.4,0
5361,938,453.0,0
5362,929,187.0,0
5363,52,0.0,0
5364,1075,202.5,0
5365,471,416.0,0
5366,980,229.0,0
5367,123,574.8199999999999,0
5368,294,0.0,0
5369,905,657.5,0
5370,571,486.0,0
5371,347,261.0,0
5372,1046,72.1,0
5373,994,212.0,0
5374,92,120.0,0
5375,75,359.0,0
5376,238,687.05,0
5377,120,393.0,0
5378,574,1079.0,0
5379,397,589.2,0
5380,711,308.0,0
5381,105,647.0,0
5383,480,207.0,0
5385,355,111.0,0
5386,603,440.0,0
5387,341,172.0,0
5388,417,231.6,0
5389,648,501.49,0
5390,596,333.0,0
5391,232,781.5,0
5392,264,362.0,0
5393,204,404.5,0
5394,16,609.5,5
5395,652,520.0,0
5396,58,460.96,0
5397,583,780.0,0
5398,588,251.5,0
5399,729,670.6,0
5400,892,133.5,0
5401,55,665.5,69
5402,117,372.0,0
5403,38,130.0,0
5404,182,403.0,0
5405,36,339.48,0
5406,195,438.2,0
5407,870,270.03,0
5408,893,251.5,0
5409,1039,244.5,0
5410,109,626.0,0
5411,170,1199.5,0
5412,832,444.5,0
5413,195,398.5,0
5414,885,343.0,0
5415,162,489.0,0
5416,213,581.5,0
5417,884,572.8,0
5418,148,344.5,0
5419,354,411.0,0
5420,1038,306.0,0
5421,30,228.0,0
5422,139,594.8,0
5423,588,244.0,0
5424,46,242.0,0
5425,91,303.0,0
5426,193,207.0,0
5427,1013,10.0,0
5428,553,295.0,0
5429,137,407.0,0
5430,719,807.24,0
5431,985,200.0,0
5432,857,875.7,0
5433,840,91.0,0
5434,245,547.1,0
5435,447,149.0,0
5436,954,316.5,0
5437,436,1924.5,0
5438,65,141.0,0
5439,321,657.0,6
5440,200,1267.0,0
5441,483,363.72,0
5442,445,341.0,0
5443,166,322.5,0
5444,663,243.6,0
5445,541,1481.5,0
5446,431,486.5,0
5447,477,725.0,0
5448,671,110.0,0
5449,310,110.0,0
5450,230,102.0,0
5451,433,407.0,0
5452,66,590.0,0
5453,849,592.6,0
5454,101,522.0,0
5455,731,741.0,0
5456,987,452.3,0
5457,938,3.5,0
5458,148,778.5,0
5459,551,554.0,0
5460,433,275.8,0
5461,532,645.9,0
5462,72,392.5,0
5463,181,532.3,0
5464,391,426.5,0
5465,199,382.1,0
5466,232,756.0,0
5467,80,564.0,0
5468,916,134.0,0
5469,765,278.5,0
5470,572,903.5,0
5471,626,460.0,0
5472,256,748.5,4
5473,695,707.5,0
5474,860,1005.75,0
5475,953,264.64,0
5476,301,137.0,0
5477,361,474.84000000000003,73
5478,970,167.0,0
5479,89,141.0,0
5480,95,140.0,0
5481,129,608.0,0
5482,564,769.5,0
5483,552,123.0,0
5484,631,1800.0,0
5485,827,131.0,0
5486,92,377.8,0
5487,119,536.0,0
5488,765,1105.75,0
5489,385,152.0,0
5490,863,294.0,0
5491,868,1295.9,0
5492,484,612.12,0
5493,686,249.32,0
5494,446,631.5,0
5495,230,578.0,0
5496,652,298.0,0
5497,46,404.75,0
5499,652,691.0,0
5500,33,577.0,202
5501,608,351.6,0
5502,820,258.0,0
5503,678,105.0,0
5504,996,451.5,0
5505,255,382.0,0
5506,128,312.0,0
5507,658,259.5,0
5508,230,282.0,0
5509,917,642.72,0
5510,424,568.8,0
5511,421,622.0,0
5512,548,110.6,0
5513,605,729.0,0
5514,938,444.0,0
5515,292,642.45,0
5516,867,980.0,0
5517,954,403.8,0
5518,389,448.8,0
5519,86,151.0,0
5520,95,935.5,0
5521,859,396.6,0
5522,510,454.5,0
5523,148,1049.5,0
5524,390,87.0,0
5525,289,453.0,0
5526,445,286.0,0
5527,797,269.0,0
5528,601,262.0,0
5529,236,628.9,0
5530,416,1031.3,0
5531,305,656.5,0
5532,329,361.0,0
5533,760,1157.7,0
5534,924,360.8,0
5535,665,167.5,0
5536,195,441.5,0
5537,829,374.59,0
5538,401,340.72,0
5539,7,425.03000000000003,0
5540,145,673.44,0
5541,703,260.8,0
5542,644,194.0,0
5543,416,224.0,0
5544,865,506.64,0
5545,252,392.0,0
5546,519,248.8,0
5547,59,184.0,0
5548,937,368.61,0
5549,540,247.06,0
5550,560,364.6,0
5551,566,486.0,0
5552,335,222.0,0
5553,886,822.0,0
5554,768,95.0,0
5555,490,430.75,0
5556,219,177.0,0
5557,510,184.0,0
5558,244,226.4,0
5559,257,541.0,0
5560,839,182.0,0
5561,227,472.0,0
5562,428,110.0,0
5563,859,382.8,0
5564,624,670.0,0
5565,302,405.6,0
5566,424,270.0,0
5567,271,518.6,0
5568,659,486.7,0
5569,874,370.0,0
5570,302,548.52,0
5571,199,431.7,0
5572,718,109.04,0
5573,82,196.0,0
5574,607,282.0,0
5575,292,104.0,0
5577,17,654.3,0
5578,467,402.5,0
5579,1059,358.0,0
5580,694,532.0,0
5581,590,472.0,0
5582,1029,364.0,0
5583,813,362.4,0
5584,857,361.5,0
5585,162,269.0,0
5586,945,435.0,0
5587,527,423.1,0
5588,173,1225.5,0
5589,195,467.5,0
5590,460,252.0,0
5591,511,985.2,0
5592,583,260.0,0
5593,191,523.0,0
5594,679,338.19,0
5595,785,760.08,2
5596,204,1026.0,5
5597,653,403.0,0
5598,218,435.2,0
5599,1025,186.87,0
5600,601,1476.3,139
5601,44,530.2,0
5602,571,131.0,0
5603,177,282.0,0
5604,868,309.1,0
5605,554,568.8,0
5606,390,442.72,0
5607,123,196.2,0
5608,143,1270.0,394
5609,459,965.0,0
5610,99,1202.0,0
5611,88,411.0,0
5612,654,164.9,0
5613,519,830.0,0
5614,1030,507.5,1
5615,895,643.8,0
5616,78,588.0,0
5617,784,693.5,0
5618,483,590.0,0
5619,263,336.0,0
5620,232,428.35,0
5621,884,156.5,0
5622,4,431.5,0
5623,540,640.0,0
5624,593,262.0,0
5625,308,334.68,0
5626,893,242.0,0
5627,1029,750.1,3
5628,16,102.0,0
5629,330,272.0,0
5630,58,276.0,0
5631,959,974.5,0
5632,191,184.0,0
5633,479,284.0,0
5634,490,177.0,0
5635,105,145.21,0
5636,466,437.5,0
5637,442,248.8,0
5638,250,1545.0,0
5639,934,240.5,0
5640,27,2371.5,630
5641,579,1881.0,0
5642,96,229.05,0
5643,708,510.62,0
5644,971,401.7,0
5645,959,170.5,0
5646,410,1021.1,492
5647,759,313.44,0
5648,635,560.0,0
5649,206,302.0,0
5650,882,760.5,0
5651,807,348.0,0
5652,248,734.4,0
5653,713,164.0,0
5654,639,892.0,0
5655,130,726.0,0
5656,245,803.7,0
5657,504,798.7,0
5658,954,236.2,0
5659,708,90.0,0
5660,858,429.0,0
5661,90,527.0,0
5662,799,194.0,0
5663,740,70.0,0
5664,797,393.0,0
5665,770,288.0,0
5666,77,304.56,0
5667,440,525.6800000000001,0
5668,192,127.0,0
5669,942,251.5,0
5670,528,178.0,0
5671,661,388.1,0
5672,4,71.0,0
5673,573,133.1,0
5674,825,1143.9,0
5675,573,245.5,0
5676,241,374.5,0
5677,239,165.5,0
5678,168,675.5,0
5679,1045,208.5,0
5680,269,963.0,0
5681,644,650.9,0
5682,199,145.29999999999998,0
5683,800,360.0,0
5684,966,242.0,0
5685,440,191.0,0
